Gene Symbol,Complex,Class / family,Full name from Entrez,More Aliases from Entrez,Organism,Ensemble Gene ID,Molecular weight from SwissProt,Domains from SwissProt,Motifs from SwissProt,Entrez Gene ID,Full Gene Name from Entrez,UniProt Entry Name,Other UniProt Accessions,Pdbs,Compositional AA Bias from SwissProt
SNRPB,"17S U2 snRNP, A complex, B complex, Bact complex, C complex, U1 snRNP, U4/U6 snRNP, U5 snRNP, tri-snRNP, P complex",Sm,small nuclear ribonucleoprotein polypeptides B and B1,"B polypeptide of Sm protein, Sm protein B/B', sm-B/Sm-B', small nuclear ribonucleoprotein polypeptide B, small nuclear ribonucleoprotein polypeptides B and B'",H. sapiens,ENSG00000125835,24610,,,6628,small nuclear ribonucleoprotein polypeptides B and B1,RSMB_HUMAN,"P14678, Q15490, Q6IB35, Q9UIS5","1D3B, 2Y9A, 2Y9B, 2Y9C, 2Y9D",
SNRPD1,"17S U2 snRNP, A complex, B complex, Bact complex, C complex, U1 snRNP, U4/U6 snRNP, U5 snRNP, tri-snRNP, P complex",Sm,small nuclear ribonucleoprotein D1 polypeptide 16kDa,"Sm-D autoantigen, small nuclear ribonucleoprotein D1 polypeptide 16kDa pseudogene, small nuclear ribonucleoprotein Sm D1, snRNP core protein D1",H. sapiens,ENSG00000167088,13282,,,6632,small nuclear ribonucleoprotein D1 polypeptide 16kDa,SMD1_HUMAN,"P62314, B5BTZ1, P13641","1B34, 2Y9A, 2Y9B, 2Y9C, 2Y9D",Arg/Lys-rich (basic)
SNRPD2,"17S U2 snRNP, A complex, B complex, Bact complex, C complex, U1 snRNP, U4/U6 snRNP, U5 snRNP, tri-snRNP, P complex",Sm,small nuclear ribonucleoprotein D2 polypeptide 16.5kDa,"small nuclear ribonucleoprotein Sm D2, snRNP core protein D2",H. sapiens,ENSG00000125743,13527,,,6633,small nuclear ribonucleoprotein D2 polypeptide 16.5kDa,SMD2_HUMAN,"P62316, A8K797, P43330","1B34, 2Y9A, 2Y9B, 2Y9C, 2Y9D",
SNRPD3,"17S U2 snRNP, A complex, B complex, Bact complex, C complex, U1 snRNP, U4/U6 snRNP, U5 snRNP, tri-snRNP, P complex",Sm,small nuclear ribonucleoprotein D3 polypeptide 18kDa,"small nuclear ribonucleoprotein Sm D3, small nuclear ribonucleoprotein polypeptide D3, snRNP core protein D3",H. sapiens,ENSG00000100028,13916,,,6634,small nuclear ribonucleoprotein D3 polypeptide 18kDa,SMD3_HUMAN,"P62318, B5BU13, P43331","1D3B, 2Y9A, 2Y9B, 2Y9C, 2Y9D",Arg/Lys-rich (basic)
SNRPE,"17S U2 snRNP, A complex, B complex, Bact complex, C complex, U1 snRNP, U4/U6 snRNP, U5 snRNP, tri-snRNP, P complex",Sm,small nuclear ribonucleoprotein polypeptide E,"sm protein E, small nuclear ribonucleoprotein E, snRNP-E",H. sapiens,ENSG00000182004,10804,,,6635,small nuclear ribonucleoprotein polypeptide E,RUXE_HUMAN,"P62304, B2R5B9, P08578, Q15498, Q5BKT2","2Y9A, 2Y9B, 2Y9C, 2Y9D, 3CW1",
SNRPF,"17S U2 snRNP, A complex, B complex, Bact complex, C complex, U1 snRNP, U4/U6 snRNP, U5 snRNP, tri-snRNP, P complex",Sm,small nuclear ribonucleoprotein polypeptide F,"sm protein F, small nuclear ribonucleoprotein F",H. sapiens,ENSG00000139343,9725,,,6636,small nuclear ribonucleoprotein polypeptide F,RUXF_HUMAN,"P62306, A2VCR2, B2R498, Q15356, Q6IBQ1","2Y9A, 2Y9B, 2Y9C, 2Y9D, 3CW1",
SNRPG,"17S U2 snRNP, A complex, B complex, Bact complex, C complex, U1 snRNP, U4/U6 snRNP, U5 snRNP, tri-snRNP, P complex",Sm,small nuclear ribonucleoprotein polypeptide G,"sm protein G, small nuclear ribonucleoprotein G, snRNP-G",H. sapiens,ENSG00000143977,8496,,,6637,small nuclear ribonucleoprotein polypeptide G,RUXG_HUMAN,"P62308, D6W5G6, Q15357, Q6IB86","2Y9A, 2Y9B, 2Y9C, 2Y9D, 3CW1",
RNU5A-1,"B complex, Bact complex, C complex, U5 snRNP, tri-snRNP, P complex",U5 snRNP,"RNA, U5A small nuclear 1",,H. sapiens,ENSG00000199568,37893,,,26831,"RNA, U5A small nuclear",,,,
SNRNP200,"B complex, Bact complex, C complex, U5 snRNP, tri-snRNP, P complex",U5 snRNP,small nuclear ribonucleoprotein 200kDa (U5),"BRR2 homolog, U5 small nuclear ribonucleoprotein 200 kDa helicase, U5 snRNP-specific 200 kDa protein, activating signal cointegrator 1 complex subunit 3-like 1",H. sapiens,ENSG00000144028,244508,"Helicase ATP-binding, Helicase C-terminal, SEC63","DEIH box, DEVH box",23020,small nuclear ribonucleoprotein 200kDa (U5),U520_HUMAN,"O75643, O94884, Q6NZY0, Q6PX59, Q8NBE6",2Q0Z,
PRPF8,"B complex, Bact complex, C complex, U5 snRNP, tri-snRNP, P complex",U5 snRNP,PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae),"220 kDa U5 snRNP-specific protein, PRP8 homolog, U5 snRNP-specific protein (220 kD), ortholog of S. cerevisiae Prp8p, apoptosis-regulated protein 1, apoptosis-regulated protein 2",H. sapiens,ENSG00000174231,273600,MPN,,10594,PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae),PRP8_HUMAN,"Q6P2Q9, O14547, O75965","3E9L, 3ENB, 3LRU",
EFTUD2,"B complex, Bact complex, C complex, U5 snRNP, tri-snRNP, P complex",U5 snRNP,elongation factor Tu GTP binding domain containing 2,"116 kDa U5 small nuclear ribonucleoprotein component, SNU114 homolog, U5 snRNP-specific protein, 116 kDa, elongation factor Tu GTP-binding domain-containing protein 2, hSNU114",H. sapiens,ENSG00000108883,109436,,,9343,elongation factor Tu GTP binding domain containing 2,U5S1_HUMAN,"Q15029, D3DX58, Q9BUR0",,
PRPF6,"B complex, U5 snRNP, tri-snRNP",U5 snRNP,PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae),"PRP6 homolog, U5 snRNP-associated 102 kDa protein, U5-102 kDa protein, androgen receptor N-terminal domain transactivating protein-1, androgen receptor N-terminal domain-transactivating protein 1",H. sapiens,ENSG00000101161,106925,,,24148,PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae),PRP6_HUMAN,"O94906, B2RAR5, B3KMC6, O95109, Q5VXS5",,Poly-Asp
