ENSEMBL	ENTREZID	SYMBOL	gene_type	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000051523	1535	CYBA	protein_coding	2.02755070735962	8.6196087647719	6.80795460071195	4.58370317864706e-06	0.0119136152512453	4.3813165115243
ENSG00000168497	8436	CAVIN2	protein_coding	-6.47694418063887	3.72132272514035	-6.75494758652384	5.03236261351917e-06	0.0119136152512453	4.31572813704402
ENSG00000081985	3595	IL12RB2	protein_coding	-7.32566754977995	1.83516520460212	-6.87663313622172	4.06366947704203e-06	0.0119136152512453	4.13617426351999
ENSG00000145708	1393	CRHBP	protein_coding	-5.50162833050961	4.83034359835763	-6.53907684689644	7.39023554480787e-06	0.0133542218268589	3.98558672427134
ENSG00000133026	4628	MYH10	protein_coding	-4.34771269629855	2.90682217591739	-6.34172740193553	1.05597892073975e-05	0.0133542218268589	3.63399874949757
ENSG00000130635	1289	COL5A1	protein_coding	-7.7878445511354	0.508020589116482	-6.26076137859643	1.22438243746155e-05	0.0133542218268589	3.04810875936206
ENSG00000057294	5318	PKP2	protein_coding	-8.09966827529434	-2.06886491169302	-6.87885793555388	4.04789163380526e-06	0.0119136152512453	3.03075063113235
ENSG00000104290	7976	FZD3	protein_coding	-8.14938989666192	-1.13934164856136	-6.88258810043998	4.02158144859127e-06	0.0119136152512453	3.01028293849979
ENSG00000046604	1829	DSG2	protein_coding	-8.19109508296597	0.173166433665211	-6.25341189780344	1.2409938337032e-05	0.0133542218268589	3.00569419858205
ENSG00000205978	57523	NYNRIN	protein_coding	-3.04470037813515	3.96139657404099	-5.94062686485556	2.21726654469223e-05	0.0163930305720268	2.91069487029864
ENSG00000134324	23175	LPIN1	protein_coding	-2.06489897679584	6.27775158559333	-5.86957168646995	2.53443128961911e-05	0.0163930305720268	2.67966142533384
ENSG00000163430	11167	FSTL1	protein_coding	-6.14516473663657	0.611466448410395	-5.98078500846775	2.05652474467695e-05	0.0163930305720268	2.59672525926365
ENSG00000105699	51599	LSR	protein_coding	-3.66416068831674	2.00016266940488	-5.741101148497	3.23302210782061e-05	0.0163930305720268	2.53622977881343
ENSG00000133812	81846	SBF2	protein_coding	-1.91054990969124	4.59715033056322	-5.74028850621021	3.23802733798772e-05	0.0163930305720268	2.52475520789225
ENSG00000113083	4015	LOX	protein_coding	-5.23834390971839	1.60527137806947	-5.70516147112174	3.46224351018561e-05	0.0163930305720268	2.46820305886382
ENSG00000154330	5239	PGM5	protein_coding	-8.71224953978931	-0.958202435670151	-6.39363464492955	9.60865423434906e-06	0.0133542218268589	2.447177357586
ENSG00000169398	5747	PTK2	protein_coding	-5.58371270197975	1.41890108651307	-5.75509568719399	3.14807413666134e-05	0.0163930305720268	2.41939611462875
ENSG00000121570	55211	DPPA4	protein_coding	-6.49809425845056	2.42886701997916	-5.66705330144999	3.72377002228951e-05	0.0169531791360926	2.37860396944987
ENSG00000134709	51361	HOOK1	protein_coding	-7.68093044443463	-1.64302647645076	-6.29848751341937	1.14268277517386e-05	0.0133542218268589	2.3199297955604
ENSG00000154783	152273	FGD5	protein_coding	-5.24658734286298	3.11521470113725	-5.51293422593976	5.00875680765919e-05	0.0186449210786007	2.17727039179188
ENSG00000164035	51705	EMCN	protein_coding	-7.92795481759565	-1.70634847978632	-6.08065822672592	1.70710996966348e-05	0.0158401462107542	2.01688700431055
ENSG00000130147	23677	SH3BP4	protein_coding	-8.55445333657652	1.19297473429828	-5.61519527855966	4.1129431780094e-05	0.0180314475548508	2.0019893665662
ENSG00000108924	3131	HLF	protein_coding	-8.16758569059758	1.3702533575638	-5.51971123695468	4.94356550482251e-05	0.0186449210786007	1.98532338135401
ENSG00000122824	170685	NUDT10	protein_coding	-7.61810431031026	-2.4709928434772	-6.07049913633112	1.73964603142523e-05	0.0158401462107542	1.96437414129004
ENSG00000170962	80310	PDGFD	protein_coding	-8.02422550268526	-0.750921471007119	-5.82631497874702	2.75025150054653e-05	0.0163930305720268	1.92318108974394
ENSG00000134201	2949	GSTM5	protein_coding	-6.89068180552903	1.70777515737606	-5.42464329355676	5.94415360341851e-05	0.0191868137232433	1.8433059840734
ENSG00000168306	8309	ACOX2	protein_coding	-8.42583363125795	-1.77013607033677	-5.88354145379491	2.46854912520023e-05	0.0163930305720268	1.83695989642953
ENSG00000158528	55607	PPP1R9A	protein_coding	-7.89376654461518	-1.36819737134665	-5.81650052621057	2.80182053289218e-05	0.0163930305720268	1.81088380408278
ENSG00000120279	80177	MYCT1	protein_coding	-8.19213251180126	0.672645244779605	-5.52685600880046	4.8757865903059e-05	0.0186449210786007	1.78190755049328
ENSG00000066336	6688	SPI1	protein_coding	2.20672194580152	7.05339538560183	5.37377724654596	6.56337301341642e-05	0.0193915674943551	1.76968848834899
ENSG00000112796	59084	ENPP5	protein_coding	-7.46462223451712	-2.09741051757251	-5.83117720136696	2.72506919182463e-05	0.0163930305720268	1.72727827868213
ENSG00000092096	51310	SLC22A17	protein_coding	-6.86646495368015	0.682694297746893	-5.4063576255459	6.15949076187586e-05	0.0191868137232433	1.65111920701285
ENSG00000102230	9468	PCYT1B	protein_coding	-6.74159746799614	-0.567215007927022	-5.47260612161601	5.41552865746288e-05	0.0186449210786007	1.64110389486024
ENSG00000104447	7227	TRPS1	protein_coding	-2.80709691779596	3.85615340570513	-5.2331041766183	8.64739642259907e-05	0.0203655406180989	1.62863746358638
ENSG00000100678	6547	SLC8A3	protein_coding	-6.65178675841315	1.38684201363208	-5.33232672597924	7.1171005929931e-05	0.0200583618379189	1.60869819541467
ENSG00000165626	222389	BEND7	protein_coding	-7.5327392275045	-0.431405452966655	-5.57595651604359	4.43526485723596e-05	0.0186449210786007	1.57993024852815
